teamstatspk;Team;games_played;wins;losses;win_percentage;Min;points;field_goals_made;field_goals_attempted;field_goal_percentage;three_pointers_made;three_pointers_attempted;three_point_percentage;free_throws_made;free_throw_attempted;free_throw_percentage;offensive_rebounds;defensive_rebounds;rebounds;assists;turnovers;steals;blocks;blocks_attempted;personal_fouls;personal_fouls_drawn;plus_minus;season;season_order;Franchise;points_pg;assists_pg;rebounds_pg;three_pa_pg;three_pm_pg
277;Portland Trail Blazers;82;51;31;0,622;3971;8429;3175;7049;45,0;807;2231;36,2;1272;1589;80,1;879;2881;3760;1799;1117;525;372;297;1494;1534;347;2014-15;2014;Portland Trail Blazers;102,79268292682927;21,9390243902439;45,853658536585364;27,20731707317073;9,841463414634147
278;Chicago Bulls;82;50;32;0,61;3976;8265;3001;6797;44,2;645;1825;35,3;1618;2067;78,3;959;2792;3751;1781;1145;514;476;443;1495;1736;246;2014-15;2014;Chicago Bulls;100,79268292682927;21,71951219512195;45,74390243902439;22,25609756097561;7,865853658536586
279;Dallas Mavericks;82;50;32;0,61;3976;8628;3255;7036;46,3;732;2082;35,2;1386;1843;75,2;858;2608;3466;1846;1062;663;371;314;1644;1816;238;2014-15;2014;Dallas Mavericks;105,21951219512195;22,51219512195122;42,26829268292683;25,390243902439025;8,926829268292684
280;Toronto Raptors;82;49;33;0,598;3971;8527;3108;6829;45,5;726;2060;35,2;1585;2014;78,7;881;2526;3407;1701;1057;615;357;413;1712;1668;252;2014-15;2014;Toronto Raptors;103,98780487804878;20,74390243902439;41,548780487804876;25,121951219512194;8,853658536585366
281;Washington Wizards;82;46;36;0,561;3991;8080;3139;6790;46,2;497;1381;36,0;1305;1758;74,2;862;2801;3663;1969;1233;601;378;350;1707;1610;59;2014-15;2014;Washington Wizards;98,53658536585365;24,01219512195122;44,670731707317074;16,841463414634145;6,060975609756097
282;New Orleans Pelicans;82;45;37;0,549;3956;8147;3108;6795;45,7;586;1583;37,0;1345;1790;75,1;942;2621;3563;1806;1087;553;510;475;1530;1533;65;2014-15;2014;New Orleans Pelicans;99,35365853658537;22,024390243902438;43,451219512195124;19,304878048780488;7,146341463414634
283;Oklahoma City Thunder;82;45;37;0,549;3966;8524;3184;7119;44,7;632;1864;33,9;1524;2020;75,4;1052;2844;3896;1681;1205;598;454;377;1829;1675;179;2014-15;2014;Oklahoma City Thunder;103,95121951219512;20,5;47,51219512195122;22,73170731707317;7,7073170731707314
284;Milwaukee Bucks;82;41;41;0,5;3986;8023;3083;6722;45,9;545;1500;36,3;1312;1734;75,7;876;2574;3450;1932;1373;789;403;392;1814;1649;35;2014-15;2014;Milwaukee Bucks;97,84146341463415;23,5609756097561;42,073170731707314;18,29268292682927;6,646341463414634
285;Boston Celtics;82;40;42;0,488;3976;8312;3193;7211;44,3;660;2021;32,7;1266;1678;75,4;910;2685;3595;2009;1133;674;294;431;1738;1545;13;2014-15;2014;Boston Celtics;101,36585365853658;24,5;43,84146341463415;24,646341463414632;8,048780487804878
286;Phoenix Suns;82;39;43;0,476;3976;8397;3178;7038;45,2;698;2048;34,1;1343;1767;76,0;896;2643;3539;1659;1238;700;385;337;1744;1664;-74;2014-15;2014;Phoenix Suns;102,40243902439025;20,23170731707317;43,15853658536585;24,975609756097562;8,512195121951219
287;Brooklyn Nets;82;38;44;0,463;3986;8038;3069;6804;45,1;541;1633;33,1;1359;1817;74,8;846;2627;3473;1716;1133;576;340;372;1579;1641;-236;2014-15;2014;Brooklyn Nets;98,02439024390245;20,926829268292682;42,353658536585364;19,914634146341463;6,597560975609756
288;Indiana Pacers;82;38;44;0,463;3971;7981;2998;6824;43,9;612;1740;35,2;1373;1817;75,6;856;2822;3678;1757;1147;505;375;386;1742;1754;23;2014-15;2014;Indiana Pacers;97,32926829268293;21,426829268292682;44,853658536585364;21,21951219512195;7,463414634146342
289;Utah Jazz;82;38;44;0,463;3941;7801;2900;6492;44,7;610;1781;34,3;1391;1929;72,1;988;2617;3605;1632;1256;623;489;382;1583;1604;18;2014-15;2014;Utah Jazz;95,13414634146342;19,902439024390244;43,96341463414634;21,71951219512195;7,439024390243903
290;Miami Heat;82;37;45;0,451;3946;7764;2885;6330;45,6;556;1659;33,5;1438;1940;74,1;747;2461;3208;1626;1214;642;372;359;1636;1715;-213;2014-15;2014;Miami Heat;94,6829268292683;19,829268292682926;39,1219512195122;20,23170731707317;6,780487804878049
291;Charlotte Hornets;82;33;49;0,402;3981;7721;2913;6932;42,0;498;1566;31,8;1397;1867;74,8;820;2793;3613;1654;976;499;448;440;1494;1708;-260;2014-15;2014;Charlotte Hornets;94,15853658536585;20,170731707317074;44,0609756097561;19,097560975609756;6,073170731707317
292;Detroit Pistons;82;32;50;0,39;3966;8077;3041;7038;43,2;703;2043;34,4;1292;1838;70,3;1051;2630;3681;1771;1099;623;383;391;1559;1584;-82;2014-15;2014;Detroit Pistons;98,5;21,597560975609756;44,890243902439025;24,914634146341463;8,573170731707316
293;Denver Nuggets;82;30;52;0,366;3976;8320;3099;7158;43,3;660;2032;32,5;1462;1991;73,4;1012;2653;3665;1788;1166;641;367;504;1882;1698;-291;2014-15;2014;Denver Nuggets;101,46341463414635;21,804878048780488;44,69512195121951;24,78048780487805;8,048780487804878
294;Sacramento Kings;82;29;53;0,354;3971;8310;3010;6617;45,5;461;1350;34,1;1829;2400;76,2;895;2728;3623;1667;1333;550;324;508;1696;1958;-304;2014-15;2014;Sacramento Kings;101,34146341463415;20,329268292682926;44,18292682926829;16,463414634146343;5,621951219512195
295;Orlando Magic;82;25;57;0,305;3951;7847;3076;6792;45,3;554;1598;34,7;1141;1565;72,9;822;2607;3429;1692;1221;647;314;441;1714;1467;-469;2014-15;2014;Orlando Magic;95,6951219512195;20,634146341463413;41,81707317073171;19,48780487804878;6,7560975609756095
296;Los Angeles Lakers;82;21;61;0,256;3986;8073;3054;7020;43,5;532;1546;34,4;1433;1935;74,1;952;2647;3599;1715;1086;578;366;396;1741;1589;-561;2014-15;2014;Los Angeles Lakers;98,45121951219512;20,914634146341463;43,890243902439025;18,853658536585368;6,487804878048781
297;Philadelphia 76ers;82;18;64;0,22;3961;7542;2765;6777;40,8;692;2160;32,0;1320;1953;67,6;978;2536;3514;1683;1453;789;487;454;1778;1657;-736;2014-15;2014;Philadelphia 76ers;91,97560975609755;20,524390243902438;42,853658536585364;26,341463414634145;8,439024390243903
298;New York Knicks;82;17;65;0,207;3971;7535;2882;6726;42,8;560;1614;34,7;1211;1575;76,9;867;2443;3310;1746;1206;575;382;353;1768;1564;-764;2014-15;2014;New York Knicks;91,89024390243902;21,29268292682927;40,36585365853659;19,682926829268293;6,829268292682927
299;Minnesota Timberwolves;82;16;66;0,195;3961;8016;2986;6820;43,8;406;1223;33,2;1638;2110;77,6;949;2406;3355;1771;1231;668;327;449;1571;1751;-721;2014-15;2014;Minnesota Timberwolves;97,7560975609756;21,597560975609756;40,91463414634146;14,914634146341463;4,951219512195122
300;San Antonio Spurs;82;62;20;0,756;3951;8639;3326;6844;48,6;698;1757;39,7;1289;1642;78,5;762;2786;3548;2064;1180;604;420;379;1495;1585;633;2013-14;2013;San Antonio Spurs;105,35365853658537;25,170731707317074;43,26829268292683;21,426829268292682;8,512195121951219
301;Oklahoma City Thunder;82;59;23;0,72;3961;8705;3194;6782;47,1;664;1839;36,1;1653;2052;80,6;887;2781;3668;1794;1256;678;501;296;1858;1672;520;2013-14;2013;Oklahoma City Thunder;106,15853658536585;21,878048780487806;44,73170731707317;22,426829268292682;8,097560975609756
302;Los Angeles Clippers;82;57;25;0,695;3951;8850;3208;6761;47,4;693;1966;35,2;1741;2384;73,0;858;2668;3526;2016;1136;703;397;284;1767;1919;572;2013-14;2013;LA Clippers;107,92682926829268;24,585365853658537;43,0;23,975609756097562;8,451219512195122
303;Indiana Pacers;82;56;26;0,683;3956;7933;2949;6573;44,9;550;1542;35,7;1485;1907;77,9;834;2831;3665;1651;1237;550;446;378;1675;1793;361;2013-14;2013;Indiana Pacers;96,7439024390244;20,134146341463413;44,69512195121951;18,804878048780488;6,7073170731707314
304;Houston Rockets;82;54;28;0,659;3966;8829;3118;6603;47,2;779;2179;35,8;1814;2549;71,2;920;2797;3717;1755;1323;621;461;460;1676;1993;374;2013-14;2013;Houston Rockets;107,67073170731707;21,402439024390244;45,329268292682926;26,573170731707318;9,5
305;Miami Heat;82;54;28;0,659;3976;8380;3142;6272;50,1;665;1829;36,4;1431;1884;76,0;627;2397;3024;1847;1212;732;367;256;1596;1675;390;2013-14;2013;Miami Heat;102,1951219512195;22,524390243902438;36,8780487804878;22,304878048780488;8,109756097560975
306;Portland Trail Blazers;82;54;28;0,659;3971;8753;3207;7134;45,0;770;2071;37,2;1569;1926;81,5;1022;2786;3808;1904;1125;454;387;304;1576;1698;327;2013-14;2013;Portland Trail Blazers;106,7439024390244;23,21951219512195;46,4390243902439;25,25609756097561;9,390243902439025
307;Golden State Warriors;82;51;31;0,622;3966;8549;3236;7005;46,2;774;2037;38,0;1303;1731;75,3;896;2819;3715;1912;1247;642;407;342;1784;1584;394;2013-14;2013;Golden State Warriors;104,2560975609756;23,317073170731707;45,30487804878049;24,841463414634145;9,439024390243903
308;Memphis Grizzlies;82;50;32;0,61;3961;7884;3122;6723;46,4;405;1147;35,3;1235;1666;74,1;950;2526;3476;1792;1124;631;375;410;1568;1553;129;2013-14;2013;Memphis Grizzlies;96,14634146341463;21,853658536585368;42,390243902439025;13,987804878048781;4,939024390243903
309;Dallas Mavericks;82;49;33;0,598;3966;8597;3249;6858;47,4;721;1877;38,4;1378;1733;79,5;840;2514;3354;1935;1110;704;356;288;1636;1633;197;2013-14;2013;Dallas Mavericks;104,84146341463415;23,597560975609756;40,90243902439025;22,890243902439025;8,792682926829269
310;Chicago Bulls;82;48;34;0,585;3986;7680;2843;6577;43,2;508;1459;34,8;1486;1908;77,9;937;2683;3620;1860;1223;594;424;490;1565;1714;152;2013-14;2013;Chicago Bulls;93,65853658536585;22,682926829268293;44,146341463414636;17,79268292682927;6,195121951219512
311;Phoenix Suns;82;48;34;0,585;3951;8629;3172;6845;46,3;765;2055;37,2;1520;2004;75,8;928;2601;3529;1563;1258;688;374;332;1798;1749;216;2013-14;2013;Phoenix Suns;105,23170731707317;19,0609756097561;43,03658536585366;25,0609756097561;9,329268292682928
312;Toronto Raptors;82;48;34;0,585;3991;8305;2992;6718;44,5;713;1917;37,2;1608;2055;78,2;935;2552;3487;1737;1159;577;343;352;1882;1815;266;2013-14;2013;Toronto Raptors;101,28048780487805;21,182926829268293;42,52439024390244;23,378048780487806;8,695121951219512
313;Brooklyn Nets;82;44;38;0,537;3976;8079;2931;6391;45,9;709;1922;36,9;1508;2002;75,3;721;2407;3128;1714;1191;705;311;337;1777;1704;-82;2013-14;2013;Brooklyn Nets;98,52439024390245;20,902439024390244;38,146341463414636;23,4390243902439;8,646341463414634
314;Washington Wizards;82;44;38;0,537;4011;8254;3177;6920;45,9;647;1704;38,0;1253;1715;73,1;886;2573;3459;1909;1204;668;377;320;1675;1600;104;2013-14;2013;Washington Wizards;100,65853658536585;23,28048780487805;42,18292682926829;20,78048780487805;7,890243902439025
315;Charlotte Bobcats;82;43;39;0,524;3981;7942;2976;6730;44,2;516;1471;35,1;1474;2000;73,7;776;2724;3500;1778;1010;499;421;415;1493;1716;-18;2013-14;2013;Charlotte Hornets;96,85365853658537;21,682926829268293;42,68292682926829;17,9390243902439;6,2926829268292686
316;Minnesota Timberwolves;82;40;42;0,488;3971;8768;3189;7175;44,4;600;1757;34,1;1790;2301;77,8;1024;2644;3668;1963;1142;718;297;457;1504;1936;219;2013-14;2013;Minnesota Timberwolves;106,92682926829268;23,9390243902439;44,73170731707317;21,426829268292682;7,317073170731708
317;Atlanta Hawks;82;38;44;0,463;3966;8282;3061;6688;45,8;768;2116;36,3;1392;1782;78,1;713;2565;3278;2041;1251;680;326;354;1577;1643;-39;2013-14;2013;Atlanta Hawks;101,0;24,890243902439025;39,97560975609756;25,804878048780488;9,365853658536585
318;New York Knicks;82;37;45;0,451;3971;8084;3027;6739;44,9;759;2038;37,2;1271;1670;76,1;870;2437;3307;1641;1063;631;367;277;1815;1611;-65;2013-14;2013;New York Knicks;98,58536585365853;20,01219512195122;40,329268292682926;24,853658536585368;9,25609756097561
319;Denver Nuggets;82;36;46;0,439;3951;8559;3147;7042;44,7;702;1959;35,8;1563;2154;72,6;1009;2717;3726;1838;1305;615;459;459;1890;1778;-176;2013-14;2013;Denver Nuggets;104,3780487804878;22,414634146341463;45,4390243902439;23,890243902439025;8,560975609756097
320;New Orleans Pelicans;82;34;48;0,415;3971;8177;3101;6761;45,9;486;1303;37,3;1489;1936;76,9;933;2486;3419;1745;1129;647;523;504;1857;1664;-222;2013-14;2013;New Orleans Pelicans;99,71951219512195;21,28048780487805;41,69512195121951;15,890243902439025;5,926829268292683
321;Cleveland Cavaliers;82;33;49;0,402;3986;8054;3036;6955;43,7;584;1640;35,6;1398;1861;75,1;989;2629;3618;1738;1163;579;304;461;1640;1599;-270;2013-14;2013;Cleveland Cavaliers;98,21951219512195;21,195121951219512;44,1219512195122;20,0;7,121951219512195
322;Detroit Pistons;82;29;53;0,354;3956;8286;3182;7124;44,7;507;1580;32,1;1415;2111;67,0;1196;2525;3721;1714;1193;687;395;403;1666;1699;-300;2013-14;2013;Detroit Pistons;101,04878048780488;20,902439024390244;45,3780487804878;19,26829268292683;6,182926829268292
323;Sacramento Kings;82;28;54;0,341;3966;8241;3026;6766;44,7;491;1475;33,3;1698;2237;75,9;990;2656;3646;1547;1249;587;318;459;1849;1897;-238;2013-14;2013;Sacramento Kings;100,5;18,865853658536587;44,46341463414634;17,98780487804878;5,987804878048781
324;Los Angeles Lakers;82;27;55;0,329;3941;8442;3139;6980;45,0;774;2032;38,1;1390;1835;75,7;745;2620;3365;2006;1239;611;446;387;1627;1580;-516;2013-14;2013;Los Angeles Lakers;102,95121951219512;24,463414634146343;41,03658536585366;24,78048780487805;9,439024390243903
325;Boston Celtics;82;25;57;0,305;3946;7892;2996;6883;43,5;575;1729;33,3;1325;1706;77,7;980;2505;3485;1726;1261;584;343;373;1743;1564;-366;2013-14;2013;Boston Celtics;96,2439024390244;21,048780487804876;42,5;21,085365853658537;7,012195121951219
326;Utah Jazz;82;25;57;0,305;3956;7791;2951;6652;44,4;543;1577;34,4;1346;1803;74,7;904;2477;3381;1664;1200;570;366;401;1699;1673;-588;2013-14;2013;Utah Jazz;95,01219512195122;20,29268292682927;41,23170731707317;19,23170731707317;6,621951219512195
327;Orlando Magic;82;23;59;0,28;3991;7914;3022;6784;44,5;563;1596;35,3;1307;1714;76,3;794;2654;3448;1726;1222;630;350;445;1678;1500;-446;2013-14;2013;Orlando Magic;96,51219512195122;21,048780487804876;42,048780487804876;19,463414634146343;6,865853658536586
328;Philadelphia 76ers;82;19;63;0,232;3971;8155;3108;7150;43,5;577;1847;31,2;1362;1918;71,0;949;2556;3505;1791;1384;765;330;558;1844;1686;-857;2013-14;2013;Philadelphia 76ers;99,45121951219512;21,841463414634145;42,74390243902439;22,524390243902438;7,036585365853658
329;Milwaukee Bucks;82;15;67;0,183;3976;7829;2952;6737;43,8;548;1553;35,3;1377;1843;74,7;971;2399;3370;1760;1238;541;403;413;1713;1690;-671;2013-14;2013;Milwaukee Bucks;95,47560975609755;21,463414634146343;41,09756097560975;18,9390243902439;6,682926829268292
330;Miami Heat;82;66;16;0,805;3976;8436;3148;6348;49,6;717;1809;39,6;1423;1887;75,4;676;2490;3166;1890;1143;710;441;262;1533;1673;645;2012-13;2012;Miami Heat;102,8780487804878;23,048780487804876;38,609756097560975;22,0609756097561;8,74390243902439
331;Oklahoma City Thunder;82;60;22;0,732;3966;8669;3126;6504;48,1;598;1588;37,7;1819;2196;82,8;854;2725;3579;1753;1253;679;624;322;1654;1698;755;2012-13;2012;Oklahoma City Thunder;105,71951219512195;21,378048780487806;43,646341463414636;19,365853658536587;7,2926829268292686
332;San Antonio Spurs;82;58;24;0,707;3976;8448;3210;6675;48,1;663;1764;37,6;1365;1725;79,1;666;2721;3387;2058;1206;695;446;405;1427;1565;525;2012-13;2012;San Antonio Spurs;103,02439024390245;25,097560975609756;41,30487804878049;21,51219512195122;8,085365853658537
333;Denver Nuggets;82;57;25;0,695;3981;8704;3339;6983;47,8;521;1518;34,3;1505;2148;70,1;1092;2601;3693;2002;1253;762;533;554;1682;1775;417;2012-13;2012;Denver Nuggets;106,14634146341463;24,414634146341463;45,03658536585366;18,51219512195122;6,353658536585366
334;Los Angeles Clippers;82;56;26;0,683;3946;8289;3160;6608;47,8;627;1752;35,8;1342;1888;71,1;938;2475;3413;1958;1197;784;461;335;1716;1712;529;2012-13;2012;LA Clippers;101,08536585365853;23,878048780487806;41,6219512195122;21,365853658536587;7,646341463414634
335;Memphis Grizzlies;82;56;26;0,683;3961;7659;2964;6679;44,4;382;1107;34,5;1349;1746;77,3;1059;2445;3504;1715;1144;703;436;450;1660;1643;340;2012-13;2012;Memphis Grizzlies;93,40243902439025;20,914634146341463;42,73170731707317;13,5;4,658536585365853
336;New York Knicks;82;54;28;0,659;3946;8196;2996;6689;44,8;891;2371;37,6;1313;1729;75,9;890;2436;3326;1579;988;672;294;327;1650;1576;347;2012-13;2012;New York Knicks;99,95121951219512;19,25609756097561;40,5609756097561;28,914634146341463;10,865853658536585
337;Indiana Pacers;81;49;32;0,605;3918;7674;2845;6525;43,6;555;1599;34,7;1429;1915;74,6;1043;2671;3714;1645;1227;580;513;459;1623;1777;326;2012-13;2012;Indiana Pacers;94,74074074074075;20,308641975308642;45,851851851851855;19,74074074074074;6,851851851851852
338;Brooklyn Nets;82;49;33;0,598;3971;7944;2942;6544;45,0;628;1760;35,7;1432;1958;73,1;1047;2460;3507;1668;1206;599;391;390;1500;1751;146;2012-13;2012;Brooklyn Nets;96,8780487804878;20,341463414634145;42,76829268292683;21,463414634146343;7,658536585365853
339;Golden State Warriors;82;47;35;0,573;3961;8296;3130;6840;45,8;658;1632;40,3;1378;1744;79,0;885;2801;3686;1845;1236;567;346;399;1753;1571;73;2012-13;2012;Golden State Warriors;101,17073170731707;22,5;44,951219512195124;19,902439024390244;8,024390243902438
340;Chicago Bulls;82;45;37;0,549;3966;7641;2926;6698;43,7;446;1265;35,3;1343;1738;77,3;1026;2514;3540;1886;1171;588;417;477;1617;1609;26;2012-13;2012;Chicago Bulls;93,1829268292683;23,0;43,170731707317074;15,426829268292684;5,439024390243903
341;Houston Rockets;82;45;37;0,549;3956;8688;3124;6782;46,1;867;2369;36,6;1573;2087;75,4;909;2652;3561;1902;1348;679;359;498;1662;1674;285;2012-13;2012;Houston Rockets;105,95121951219512;23,195121951219512;43,426829268292686;28,890243902439025;10,573170731707316
342;Los Angeles Lakers;82;45;37;0,549;3951;8381;3041;6640;45,8;715;2015;35,5;1584;2289;69,2;942;2732;3674;1818;1232;576;429;396;1467;1891;95;2012-13;2012;Los Angeles Lakers;102,20731707317073;22,170731707317074;44,80487804878049;24,573170731707318;8,71951219512195
343;Atlanta Hawks;82;44;38;0,537;3971;8032;3084;6644;46,4;706;1901;37,1;1158;1619;71,5;758;2593;3351;2007;1219;664;369;350;1473;1543;33;2012-13;2012;Atlanta Hawks;97,95121951219512;24,475609756097562;40,86585365853659;23,182926829268293;8,609756097560975
344;Utah Jazz;82;43;39;0,524;3976;8038;3046;6710;45,4;507;1385;36,6;1439;1883;76,4;989;2457;3446;1859;1210;690;515;480;1750;1670;-7;2012-13;2012;Utah Jazz;98,02439024390245;22,670731707317074;42,02439024390244;16,890243902439025;6,182926829268292
345;Boston Celtics;81;41;40;0,506;3968;7818;3001;6459;46,5;498;1390;35,8;1318;1698;77,6;654;2533;3187;1843;1181;667;365;378;1717;1574;-18;2012-13;2012;Boston Celtics;96,51851851851852;22,753086419753085;39,34567901234568;17,160493827160494;6,148148148148148
346;Dallas Mavericks;82;41;41;0,5;3996;8293;3182;6892;46,2;606;1628;37,2;1323;1669;79,3;767;2670;3437;1906;1144;648;454;340;1698;1547;-49;2012-13;2012;Dallas Mavericks;101,13414634146342;23,24390243902439;41,91463414634146;19,853658536585368;7,390243902439025
347;Milwaukee Bucks;82;38;44;0,463;3966;8108;3128;7197;43,5;601;1670;36,0;1251;1700;73,6;1068;2537;3605;1876;1156;685;550;362;1554;1567;-123;2012-13;2012;Milwaukee Bucks;98,8780487804878;22,878048780487806;43,96341463414634;20,365853658536587;7,329268292682927
348;Philadelphia 76ers;82;34;48;0,415;3951;7640;3059;6895;44,4;518;1438;36,0;1004;1377;72,9;896;2493;3389;1867;1070;609;384;396;1505;1331;-274;2012-13;2012;Philadelphia 76ers;93,17073170731707;22,76829268292683;41,329268292682926;17,536585365853657;6,317073170731708
349;Toronto Raptors;82;34;48;0,415;3996;7971;2979;6685;44,6;571;1665;34,3;1442;1831;78,8;871;2426;3297;1765;1124;595;392;387;1836;1650;-121;2012-13;2012;Toronto Raptors;97,20731707317073;21,524390243902438;40,207317073170735;20,304878048780488;6,963414634146342
350;Portland Trail Blazers;82;33;49;0,402;3971;7995;3009;6715;44,8;673;1904;35,3;1304;1680;77,6;874;2474;3348;1784;1203;538;353;359;1518;1537;-260;2012-13;2012;Portland Trail Blazers;97,5;21,75609756097561;40,829268292682926;23,21951219512195;8,207317073170731
351;Minnesota Timberwolves;82;31;51;0,378;3946;7851;2943;6702;43,9;450;1475;30,5;1515;2042;74,2;973;2473;3446;1836;1214;700;387;481;1509;1847;-194;2012-13;2012;Minnesota Timberwolves;95,7439024390244;22,390243902439025;42,02439024390244;17,98780487804878;5,487804878048781
352;Detroit Pistons;82;29;53;0,354;3961;7778;2979;6638;44,9;513;1440;35,6;1307;1870;69,9;991;2463;3454;1742;1241;574;400;472;1623;1630;-327;2012-13;2012;Detroit Pistons;94,85365853658537;21,24390243902439;42,1219512195122;17,5609756097561;6,2560975609756095
